titles,distros,department,time,location,professor,description,courseNum,meet
Reading Women's Writing: Living a Feminist Life from Mary Wollstonecraft to Sara Ahmed,LIT ,PrgGender/Sexuality/Fem. Study ,9:45am-11:00am,"Axinn Center 220 (AXN 220)
		",Marion Wells ,"
In this course we will investigate the tradition of women's writing in English from the sixteenth century to the present day, focusing on the complex relationships among writing, sexuality, race, and gender.  We will consider the ways in which writers identifying as female respond to--and often subvert--traditional literary themes and conventions, looking critically as we do so at our own interpretive assumptions as readers. An organizing focus of our reading will be the articulation and/or suppression of female anger and other related emotions in a variety of repressive contexts. Though our focus will be primarily on the interpretation of literary works, we will also develop an awareness of relevant debates in feminist theory, from Mary Wollstonecraft’s revolutionary contribution to notions of female education to Sara Ahmed’s concept of the feminist “killjoy.”  Other texts may include: Jane Austen, Mansfield Park; Virginia Woolf, Mrs Dalloway; Toni Morrison, Sula; Tsitsi Dangarembga, Nervous Conditions; Brittney Cooper, Eloquent Rage; Carmen Maria Machado, Her Body and Other Parties; Kristen Roupenian, You Know You Want This, Rebecca Traister, Good and Mad: The Revolutionary Power of Women’s Anger. 3 hrs. sem. ",GSFS0114A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Gender and the Body,CMP SOC ,PrgGender/Sexuality/Fem. Study ,11:15am-12:30pm,"Gifford LCT (GFD LCT)
		",,"
What is your gender and how do you know? In order to answer this question, we need to consider how gender is known through biology, psychology, consumer capitalism, and our everyday embodiment.  We will also look at how the meaning and performance of gender have changed over time from Classical Greece to Victorian England to the contemporary U.S.  Throughout, we will consider how gender does not operate along, but is always entangled with, race, class, sexuality, nationality, and ability.  3 hrs. lect. ",GSFS0191A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Feminist Foundations,CMP SOC ,PrgGender/Sexuality/Fem. Study ,11:15am-12:30pm,"Axinn Center 219 (AXN 219)
		",Cynthia Gao ,"
This course provides an introduction to the interdisciplinary field of gender, sexuality, and feminist studies. Focusing on the histories of feminism in the U.S., from the nineteenth century to the present, the course reveals the importance of gender and sexuality as analytical categories to understand social reality and to comprehend important areas of culture. Examining gender and sexuality always in conjunction with the categories of race and class, the course foregrounds how inequalities are perpetuated in different fields of human activity and the creative ways in which feminist movements have resisted these processes. 3 hrs. lect. ",GSFS0200A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Gender Health Environment,CMP SAF SOC ,PrgGender/Sexuality/Fem. Study ,2:15pm-3:30pm,"Hillcrest 103 (HLD 103)
		",Mez Baker-Medard ,"
Growing concern for the protection of the environment and human health has led policy makers and scholars to consider ways in which gender, class, and race and other forms of identity mediate human-environment interactions.  In this course we will explore how access to, control over, and distribution of resources influence environmental and health outcomes both in terms of social inequities and ecological decline.  Specific issues we will cover include: ecofeminism, food security, population, gendered conservation, environmental toxins, climate change, food justice, and the green revolution.  We will draw comparisons between different societies around the globe as well as look at dynamics between individuals within a society.  The majority of case studies are drawn from Sub Saharan Africa and Asia, however some comparisons are also made with the United States. 3 hrs. lect.  (FemSTHM)/ ",GSFS0209A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Gender in Japan (in English),LIT NOA ,PrgGender/Sexuality/Fem. Study ,11:15am-12:30pm,"McCardell Bicentennial Hall 403 (MBH 403)
		",Linda White ,"
In this course we will examine changing ideas about gender and sexuality in Japan in the 10th through 20th centuries, with special attention to the modern period. Sources will include literary texts, films, and social/historical studies. We will discuss topics, including women's writing in classical Japan; the commercialization of sexuality in the 18th century; ideas of ""homosexuality"" in late-medieval and modern times; and women's social roles and political struggles in the 20th century. 3 hr. lect./disc. ",GSFS0250A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Writing Race and Class,CW LIT SOC ,PrgGender/Sexuality/Fem. Study ,12:45pm-2:00pm,"Axinn Center 104 (AXN 104)
		",Catharine Wright ,"
In this course we will take a literary and intersectional approach to topics of race and class. Readings include stories, essays, poems and videos by writers such as James Baldwin, Audre Lorde, Gloria Anzaldúa and Kelly Tsai. Students will respond to critical and creative writing prompts, conduct fieldwork, and design two writing projects of their own. The class format will include conversations with guest writers, writing workshops, contemplative activities, and individual conferences with the instructor. Students will preferably have prior experience in discussing issues of race and class, although introductory theories will be made available to provide frameworks for discussion. ",GSFS0288A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Queer Critique,AMR CMP SOC ,PrgGender/Sexuality/Fem. Study ,11:15am-12:30pm,"Library 230 (LIB 230)
		",Laurie Essig ,"
In this course we will examine what is meant by queer critique through exploring the concepts, issues, and debates central to queer theory and activism both in the U.S. and around the world. We will work to understand how queerness overlaps with and is distinct from other articulations of marginalized sexual subjectivity. We will consider how desires, identities, bodies, and experiences are constructed and represented, assessing the ways in which queer theory allows us to examine sexuality and its raced, classed, gendered, geographic, and (dis)abled dimensions. Through engaged projects, we will practice how to translate and produce queer critique. 3 hrs. lect./disc. ",GSFS0289A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Third World Feminism,AMR CMP HIS SOC ,PrgGender/Sexuality/Fem. Study ,1:30pm-4:15pm,"Axinn Center 219 (AXN 219)
		",Cynthia Gao ,"
In this course we will approach Third World Feminism from two perspectives. First, we will examine the relationship of gender to Third Worldism, the political theory and practice which emerged in the decolonizing post-WWII world. Secondly, we will explore U.S. Third World feminism, which reinterpreted Third Worldist principles for women of color in the United States. Students will learn to approach the goals of Third Worldist projects - self-determination, anti-imperialism, development, liberation - from a gendered perspective. Students will also track how the meaning of ""Third World"" in the term Third World Feminism shifted over the course of the 20th century. In addition to secondary literature, we will examine primary sources (newspapers, films, interviews) from Africa, Asia, Latin America, and the United States. (GloDeFem) ",GSFS0318A-F25,"Monday (Sep 8, 2025 to Dec 8, 2025)"
Feminist Theory,CMP SOC ,PrgGender/Sexuality/Fem. Study ,9:45am-11:00am,"Library 230 (LIB 230)
		",Laurie Essig ,"
The course offers an overview of key feminist texts and theories that have shaped the analysis of gender and sexuality. We will examine foundational theoretical texts that have animated the field of gender, sexuality, and feminist studies. Working within a transnational perspective, the course encompasses texts which fall under the categories of critical race and critical sexuality studies. (GSFS 0200 or GSFS 0191 or GSFS 0289) 3 hr. lect. ",GSFS0320A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
"Philosophy as Theory and Practice: Intersections with Feminism, Anti-Racism and Anti-Oppression",CW PHL ,PrgGender/Sexuality/Fem. Study ,12:45pm-2:00pm,"Twilight Hall 301 (AXT 301)
		",Heidi Grasswick ,"
Philosophy is inherently a theoretical discipline. Yet in spite of its abstractions, much of its work is influenced by the culture and social practices within which it is embedded. In this course we will investigate the philosophical significance of many of the contributions of feminist and anti-racist theorists who work to diminish oppression in society. We will examine a selection of topics from the fields of metaphysics, epistemology, ethics, philosophy of mind, philosophy of language, philosophy of science, and social philosophy. Our goal will be to better understand how feminist, anti-racist, and anti-oppression theorists have influenced the contemporary field of philosophy, and how philosophy itself has offered theoretical tools to better understand oppressive social forces and help envision non-oppressive practices. 3 hrs. Lecture ",GSFS0336A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
